id_original,texto_limpio,etiqueta_original,prediccion_svm
327,este que exhalacion sin consumirse por los cuatro elementos se pasea palestra es de mi marcial pelea y campo que no espera dividirse voile siguiendo y sigueme sin irse voime quedando y por quedarse emplea su mismo vuelo y hallo que desea ir y quedarse y con quedar partirse mi error me dice que su rapto apruebe pero donde camino si su esfera casi lo eterno con las alas mueve no me atrevo a seguirle aunque quisiera que corre mucho y temo que me lleve en el ultimo fin de la carrera,Amoroso,Amoroso
175,dejad las hebras de oro ensortijado que el anima me tienen enlazada y volved a la nieve no pisada lo blanco de esas rosas matizado dejad las perlas y el coral preciado de que esa boca esta tan adornada y al cielo de quien sois tan envidiada volved los soles que le habeis robado la gracia y discrecion que muestra ha sido del gran saber del celestial maestro volvedselo a la angelica natura y todo aquesto asi restituido vereis que lo que os queda es propio vuestro ser aspera cruel ingrata y dura,Religioso Mistico,Religioso Mistico
399,de sus doradas trenzas un cabello la bella ninfa doris cogio un dia que licenciosamente le ponia perfiles de oro al cristalino cuello con este sutil lazo cuanto bello las dos manos que asidas me tenia fuertemente me ataba y me decia en fe de mio no podras rompello burleme yo creyendo confiado ser tan facil romper tan flaco nudo mas cuando lo intente crecio mi pena vime tan fuertemente aprisionado que ni basto el valor ni industria pudo romper los hierros de tan gran cadena,Religioso Mistico,Religioso Mistico
544,doy que lisi te agravia y que no alcanza o fabio el privilegio de querida porque ignorantemente se te olvida que es mujer cuando acusas su mudanza quiza la quieres y esta destemplanza en tu amor la veras como corrida que despues es verguenza enternecida lo que en la ira parecio venganza no es conveniencia publicar tu agravio que a todos los que ahora le refieres luego los temeras como enemigos mira que puede ser que vuelvas fabio habla de lisi bien para que quieres en una infame paz tantos testigos,Amoroso,Amoroso
531,o tu que partes con seguro vuelo a la inmortalidad que ya te aclama y cenido de siempre verde rama apuestas duraciones con el cielo no te gima lloroso el desconsuelo ausencia breve tu morir se llama que quien muere naciendo de su fama triunfando vive de mortal recelo si tu mismo te labras tu memoria y burlando la humana confianza eres del tiempo y de la edad victoria tu solo te merece tu alabanza que no esta siempre en el osar la gloria ni en mi cede el efecto a la esperanza,Religioso Mistico,Amoroso
367,el parroco sagaz que irreverencia teme dando el viatico al doliente hace primero que la accion intente en simple forma practica experiencia y si con moderada diligencia ve que la pasa el timido paciente dale entonces a dios seguramente prenda de gloria abismo de clemencia con fin igual quiza con la estafeta en copias varias tropas y cuadrillas llego cierta eclesiastica reforma para que si en vulgar simple gaceta la tragan bien bonetes y capillas se aplique en breve la tremenda forma,Heroico,Religioso Mistico
214,descansa en marmol y mi pluma sea a tus cenizas dolorosa pira y ese mortal aliento que en ti inspira informe el numen de mi corta idea pues remontado a tanta luz febea entre esplendores que tu fama gira muerto mi afecto vivo alli te mira y vivo muerto duda no te vea descansa pues y huella mas ufano anciano joven globo cristalino de inalterable gloria cortesano y en tan pura region en tal destino quien te aclamaba montalban humano hoy te venere montalban divino,Religioso Mistico,Melancolico
489,el espanol altivo que desea aumentar en la fe del soberano desnude ya el estoque toledano que perderse su espana es cosa fea el que en techo patrio se recrea ponga el herrado pino ya en su mano paseando las popas a pie llano el pielago seguro de marea que nunca ha de faltar el pan y vino pues la tierra produce en abundancia y el apostol encarga a esta defensa porque es negocio y caso de importancia y servicio que se hace al uno y trino y a nuestro rey felipe en contra ofensa,Religioso Mistico,Religioso Mistico
473,italica do estas tu lozania tendida yace al peso de los anos quien a la luz que dan tus desenganos en la sombra veloz del tiempo fia cedio tu pompa a la fatal porfia de tirana ambicion de los extranos mas hizote el ejemplo de tus danos libro de sabios de ignorantes guia mal dije no humillo tus torres claras tiempo ni emulacion con manos fieras que a resistirte de las dos triunfaras tu morir fue deber que si hoy vivieras ni a tus heroes mas triunfos les hallaras ni del mundo en el ambito cupieras,Melancolico,Melancolico
364,vive el que muerto ya morir no puede cuya alabanza para siempre vive y si ella eternidad aca recibe la verdadera alla se le concede a toda humana facultad excede este inmortal de quien la fama escribe porque con el silencio que apercibe el muerto vivo satisfecho quede verdad es que murio pero no muere quien gloria y vida eterna ha conseguido con la de su alabanza justamente haga la muerte en fin cuanto quisiere que vidas que jamas ha conocido no las podra quitar perpetuamente,Melancolico,Melancolico
207,en duro escollo expuesta al mar insano la no culpada hija de cefeo mueve a piedad el reino de nereo remedio a su dolor pidiendo en vano cuando rompiendo el aire con liviano vuelo se muestra el vencedor perseo que con el gran despojo meduseo orna glorioso la triunfante mano de la doncella el llanto y la hermosura enviaron a un tiempo al pecho fuerte de lastima y amor agudas flechas del mar la libra y de la bestia dura trocando en vida la temida muerte y en nupciales cantares las endechas,Melancolico,Melancolico
4,este soberbio monte y levantada cumbre ciudad un tiempo hoy sepultura de la grandeza cuya fama dura contra la fuerza de la suerte airada ejemplo cierto fue en la edad pasada y sera fiel testigo a la futura del fin que ha de tener la mas segura pujanza vanamente confiada mas en tanta ruina nueva gloria no os pudo fallecer oh celebrados de la antigua cartago ilustres muros que mucho mas crecio vuestra memoria porque fuisteis del tiempo derribados que si permanecierades seguros,Melancolico,Melancolico
583,ya sepultado en su memoria yace quien tanto prefirio su misma gloria diganlo su esplendor y su victoria nobles cenizas en quien hoy renace el eje helado su opinion abrace y en el orbe su fama sea notoria de capitulos sirvan a su historia las que estrelladas hojas tauro pace que se atreva a contar la parca horrible la cerviz que la tierra tiene absorta despecho fue cruel pero posible que corte y que ejecute nada importa mas pensar que ella vence es increible pues lope triunfa de lo que ella corta,Heroico,Melancolico
598,esta resplandeciente y viva llama que alumbra al mundo y se levanta al cielo esta que ilustra al gran senor de delo y desde el tajo al ganges se derrama esta que a la virtud incita y llama con nuevo ejemplo a todos los del suelo y presta porque de mas alto el vuelo mil ojos y mil alas a la fama no la entendio el varon que con su pluma canto de su troyano el gran renombre ni aquel por sus dos lauras celebrado que de estos y de todo mortal hombre eres o gran padilla tu la suma y tal llama en tal pecho se ha criado,Religioso Mistico,Religioso Mistico
285,rompa ya el silencio el amor mio y provoquele en leguas desatado que vivir con ofensas y callado no puede ser aunque bien lo porfio pero como de amante desconfio morir mejor sera desesperado pues no quieres que tenga mi cuidado ni que le ponga en otra mi albedrio en fin como la pena me maltrata vivir mas sin penar ya no lo espero ni detener cristal que se desata y asi resuelto ya me desespero viendo yo que tu propio rigor mata a mi amor con que asi dos veces muero,Amoroso,Amoroso
559,hermosas ninfas que en la fertil moya donde flora le dio nombre a su estancia gozais de la frescura y la fragancia que a tan discretos animos apoya aqui donde el amor pesca sin boya y nunca sale de ella sin ganancia y pudiera el autor sin arrogancia decir por lo pasado aqui fue troya de aquellas verdes hojas que en rehenes cogio aquel que de dafne ya carece componiendo guirnalda variada cenireis de silvestre ambas sienes pues con sus versos honra y engrandece de vuestra amenidad la patria amada,Amoroso,Amoroso
46,hoy por vandalia insigne y su cabeza magnifico sepulcro al cuerpo santo de margarita se dedica en tanto que el alma goza de mayor alteza no el rico adorno y la imperial grandeza mueva a curiosa admiracion y espanto los ojos mismos que a dolor y a llanto debe mover y a funeral tristeza ya en cuanto espacio el universo estiende su grave faz todo placer destierra la muerte ufana de tan noble palma ella se alegre alegrese la tierra que las cenizas envolver pretende y el cielo puro que atesora el alma,Religioso Mistico,Religioso Mistico
294,aquesta ya de alcides osadia que profana del sol sagrado asiento contra sus rayos verde atrevimiento pasando a descortes su demasia esta que no al olimpo desafia pues besa de su alteza el fundamento vanidad de esmeralda que en el viento bate tornasolada argenteria esta del prado babilonia hojosa terrero do festejan las estrellas en confusion armonica las aves cadaver estara su pompa hermosa y amarillas leeran sus hojas bellas muda leccion a nuestras vidas graves,Amoroso,Amoroso
147,dafne suelto el cabello por la espalda cuyas hebras tremola el fresco viento huye ligera mas que el pensamiento que aun no huella la hierba de esmeralda tine la cara de color de gualda cuando oye cerca el enemigo aliento del dios que forma celos del contento que goza el viento alzandole la falda viendo que corre y vuela y no la alcanza le grita ninfa hermosa pues te adoro detente aguarda mira el bien que pierdes mas secasele el verde a su esperanza cuando mira las crespas hebras de oro de un laurel trasformarse en hojas verdes,Amoroso,Amoroso
496,no ha muerto lope pues aun hoy respira la fama con aliento dilatado y el olvido que a tantos ha borrado apenas de los ojos le retira antes parece ya segun se mira de nuevos esplendores adornado que la llama vital que soplo el hado se esforzo con la llama de la pira y si en lo activo de ese incendio ha sido el termino preciso en lo luciente vincularan los tiempos lo mudable o grande admiracion pues ha podido de una llama que ardio caducamente resultar una luz indeclinable,Melancolico,Melancolico
443,tienen los garamantes una fuente que por oculta calidad del suelo el agua tiene fria como el hielo cuando la hiere el sol resplandeciente mas luego que en la mar moja la frente y el mundo se oscurece y en el cielo tiende la negra noche el rico velo hierve y abrasa como fuego ardiente asi yo triste en fuente convertido de llanto estoy helado en la presencia de los ojos que son el sol que temo mas luego que oscurece mi sentido la oscurisima noche de su ausencia en vivo fuego me consumo y quemo,Melancolico,Religioso Mistico
83,esta de santiago espada ardiente merecido blason timbre glorioso que ennoblece tu pecho belicoso que solicita lauros a tu frente sonoras trompas a tu fama aumente pues con denuedo y animo brioso te ostentas marte al barbaro alevoso te vibras rayo a la enemiga gente de donde gloria tanta se ocasiona pues la primera catedra presides de la fatal escuela de belona como arbitro absoluto de sus lides de donde de que tu valor te abona por maza fuerte del invicto alcides,Melancolico,Amoroso
332,buscan al nino el padre putativo y la virgen purisima afligidos con lagrimas sollozos y gemidos oh caso lastimoso y compasivo y aunque en su alma llevan al dios vivo nino lo buscan de su amor heridos entre parientes y entre conocidos con dolor penalisimo excesivo y no lo hallan dandonos ejemplo jesus de que si hallarte deseamos no entre carne y sangre te busquemos y pues tu madre purisima en el templo lo halla tambien nos verte podremos si en las cosas de dios nos ocupamos,Religioso Mistico,Religioso Mistico
511,oh lozanico vaso vidrioso oh agua clara fresca dulce y pura oh rosas delicadas en quien dura un ser suave lindo y oloroso el claro cielo empireo glorioso oh limpio vidrio en ti se me figura y en esa tu agua dulce la dulzura que hinche aquel lugar tan deleitoso las coloradas rosa que en ti veo las gloriosas almas representan que gozan del bien sumo y la alegria divinas esperanzas me sustentan padre del cielo cumple mi deseo que sea rosa tal el alma mia,Religioso Mistico,Amoroso
566,honro las verdes selvas de honor santo un tiempo de espinosa el tierno acento dio al monte de esmeraldas ornamento y al rio margen de florido acanto su voz en gloria ajena puede tanto que ilustra ahora la region del viento el cual lleva con blando movimiento al rio al monte y selva el nuevo canto y en agradecimiento y porque vuelva otra vez a ilustrarles su horizonte a oir la voz que hiere el aire frio con alas de laurel vino la selva con plantas de esmeraldas vino el monte con riendas de cristal se paro el rio,Heroico,Melancolico
462,si desdicha en amor desdicha fuera yo fuera mas que todos desdichado pues siempre pretendi desesperado porque nunca alcance lo que quisiera mas si dejar de amarte yo pudiera al punto diera fin a mi cuidado con la experiencia ya desenganado de que mi amor su fruto en vano espera quisiera no quererte no gozarte que ya es desdicha en mi haberte querido pues si te gozo tengo de perderte no quiero bien si he de dejar de amarte que el amarte no mas mi vida ha sido y no quiero gozarte por quererte,Amoroso,Amoroso
183,vive oh grande varona mayor fama que te sepa querer la musa mia vive que a tu ceniza aun no bien fria aliento induce repetida llama desprecio de la luz que el sol derrama te presta ardientes mientras forma el dia y como a fenix atropos te fia y a tu nuevo vivir laquesis trama oh tu siempre feliz pues no es incierto que te fomenta apolo como al ave aquella que antes leve fue ceniza oh tu siempre feliz pues aun no has muerto cuando empezando vida mas suave en tu muerte tu vida se eterniza,Amoroso,Melancolico
193,presenta ufano a cesar victorioso el tirano de menfis inclemente la temida cabeza que al oriente tuvo al son de las armas temeroso no pudo dar el corazon piadoso enjutos ojos ni serena frente al don funesto mas gimio impaciente de tal crueldad y repitio lloroso tu gran pompeyo en la fatal caida seras ejemplo de la humana gloria y cierto aviso de su fin incierto cuanto se debe a tu virtud crecida cuan costoso en tu muerte es mi victoria vivo te aborreci te lloro muerto,Melancolico,Melancolico
241,mortales habeis visto mayor cosa que siendo muerte me he tornado vida y de aspera cruel y desabrida me he hecho blanda dulce y amorosa ya me codician todos por hermosa y de quien era mas aborrecida soy con alegre cara recibida por suerte deseada y venturosa sabeis de que manera el mortal velo del alma santa desate de aquella por quien era el vivir dulce agradable murio dona maria y subio al cielo quedo hecho el vivir muerte sin ella y alegre vida yo dulce y afable,Religioso Mistico,Religioso Mistico
411,licio no hay quien olvide de obstinado que aquel que se conoce bien rendido cuantas razones le busco la olvido las encuentra de parte del cuidado de sanar le deseo porfiado esta llamando al mal adormecido y el que siempre recusa el pie oprimido no puede hallar el lazo descuidado aguarda a que el amor quiera librarte y pude ser que triunfes sin victoria solo con que la fuerza no le impidas tu yerras licio el modo de curarte que para no inquietar a la memoria aun no te has de acordar de que te olvidas,Amoroso,Amoroso
144,dormia en un prado mi pastora hermosa y en torno de ella erraba entre la flores de una en otra usurpando los licores una abejuela mas que yo dichosa que vio los labios donde amor reposa y a quien el alba envidia los colores y al vuelo refrenando los errores enganada los muerde como a rosa oh venturoso error discreto engano oh temeraria abeja pues tocaste donde aun imaginarlo no me atrevo si has sentido de envidia el triste dano parte conmigo el nectar que robaste te debere lo que al amor no debo,Amoroso,Amoroso
70,en el coro de amor con voz sirena corazones atraes vidas encantas nise divina con dulzuras tantas que reduces a gloria lo que es pena suspendida no canta filomena la suavidad oyendo con que cantas y a las metricas voces que levantas el cefiro en los arboles no suena el arroyo entre flores detenido al dulce quiebro de tu dulce lira queda en florido talamo dormido pues si como tu luz tu canto admira a quien falta razon vida y sentido que hara con alma quien por ti suspira,Amoroso,Amoroso
400,sabe que este sepulcro o pasajero no esta para cenizas prevenido que fuera darte senas de haber sido y que se consumio el ardor primero aqui pues tan activo tan entero al viento de la fama se ha encendido que vivira su luz contra el olvido y las sombras del tiempo mas severo su llama a quien las musas y el parnaso con numeroso llanto no la ofenden antes su ser dilata y sus ardores las veras como el sol en el ocaso que cuanto mas se ausenta mas enciende y en mas aumento da sus resplandores,Melancolico,Melancolico
594,partiendo de la luz donde solia venir su luz mis ojos han cegado perdio tambien el corazon cuitado el precioso manjar de que vivia el alma desecho la compania del cuerpo y fuese tras el rostro amado asi en mi triste ausencia ha siempre estado ciego y con hambre y sin el alma mia agora que al lugar que el pensamiento nunca dexo mis pasos presurosos despues de mil trabajos me han traido cobraron luz mis ojos tenebrosos y su pastura el corazon hambriento pero no tornara el alma a su nido,Amoroso,Amoroso
360,prisionero infeliz donde no expira aura suave ni apacible viento mis penas lloro mis desdichas siento que hiere un mal cuando otro se retira pajaro asi que en libertad se mira solo a su voz y a la del aire atento lamenta la prision gime al tormento cuando el perdido bien preso suspira rigor fue de torturas que previno tirana siempre de mi amor al fuego inhumana crueldad barbaros lazos oh rapaz tu en victoria peregrino por que permites pues te sigo ciego cadena injusta a mis amantes brazos,Amoroso,Amoroso
152,amar quiero sin premio y nunca puedo que amar es premio padecer querria y el dolor tanto agrada al alma mia que de este gusto escrupuloso quedo apetezco morir y en el denuedo hallo nueva razon de cobardia que huyo del mal y toma la osadia la parte del vivir la voz del miedo si vivo mi dolor desacredito si muero y amo el alma lo condena que uno es comodidad y otro delito oh novedad de mas desdicha ajena que vida sobre a un mal que es infinito y no baste el morir para una pena,Amoroso,Melancolico
203,el triste fin la suerte infortunada ajeno premio de la fe constante del uno y otro miserable amante a quien perdio una noche y una espada encierra en sobre oscura esta labrada piedra tu peregrino caminante repara el grave caso y con semblante pio suspende el curso a tu jornada que daras tiernas lagrimas no dudo a las cenizas donde aun dura ardiente el fuego que causo desdicha tanta debida compasion al mal que pudo trocar color en la cercana fuente y el de su fruto en la silvestre planta,Religioso Mistico,Melancolico
41,hoy queda para siempre declarado vaga espaciosa fertil y agradable que es el fruto que das inestimable puro precioso rico y regalado pues le ofreces a todos sazonado util al alma y a la vista amable con una erudicion incomparable y en estilo jamas imaginado no solo es digno de que ganes nombre y le gane madrid cual madre tuya honrada de tenerte por su hijo mas de que el tajo nueva envidia asombre de que al betis la gloria se atribuya de hallar mecenas en don juan de arguijo,Religioso Mistico,Religioso Mistico
163,como me viese amor desnudo y tierno temblando el triste va buscando un dia donde escaparse de la nieve fria y el hielo mitigar del recio invierno mas como vido el resplandor eterno que de la hermosa fili alli se via lumbre debe de haber aqui decia y entrando busca a su dolor gobierno toco en el seno el nino y diole enojos que estaba frio mas que nieve el seno y el corazon que es piedra mal le trata huyo del corazon fuese a los ojos y como vio lugar tan dulce y bueno alli quiso vivir y de alli mata,Amoroso,Amoroso
437,este postumo honor del ya segundo si primo apolo no pompa altanera dice la que hoy dejo noche postrera a las musas sin luz sin sol al mundo extinto aclama al heroe mas fecundo oraculo espanol a quien venera espana muerto y de quien muerto espera de tanta vega fruto bien fecundo admira o peregrino o tu que errante espectaculos buscas tanta gloria fin tan lloroso a mente tan lucida contempla de esta pira lo elegante y erige eterno templo en la memoria al que a las penas con su voz dio vida,Heroico,Religioso Mistico
254,famoso nombre cordoba la llana recibe porque a seneca ha criado apuleyo a africa ha ensalzado no menos que a su traza soberana caton el sabio a la nacion romana inmensa gloria con su ciencia ha dado sinon su humilde patria ha levantado crisipo establecio la ley tebana homero a grecia puso en gran alteza cartago por creson fue ennoblecida apolo a delfos dio dichosa suerte si en estas caber vemos tal grandeza con cuanta mas razon engrandecida a de ser cartagena sabia y fuerte los cielos porque acierte en un poeta influyen arte y ciencia solo para que alabe su excelencia,Heroico,Religioso Mistico
262,si el sol se pone yo a la muerte llego quien detenerlo por vivir pudiera deten dorado apolo el carro espera mas el sol no se para a nuestro ruego oh tu senora por quien vivo ciego alza los claros ojos a la esfera y dile al sol que pare su carrera o no le prestaras la luz y el fuego que por solo mirar tu hermosura parara los caballos admirado y no vendra la noche de mi muerte mas ay triste de mi quien me asegura que de ver lo que excedes afrentado no les de rienda y huya por no verte,Melancolico,Amoroso
111,dulcisimo jesus mi amor festina festina que por verte peno y muero muero por ti y ansi mi amor lo quiero quierolo porque amor a esto me inclina incliname a decir mi amor camina camina mas que le gamo muy ligero ligero y sin tardarte porque espero espero que esperando amor se afina enfermo estoy de amor y muy sediento sediento como el siervo fatigado fatigado de amor tengo mi pecho mi pecho solo en verte esta contento contento no hay sin ti jesus amado amado con amor fuerte y estrecho,Amoroso,Amoroso
